"DatePosted","CVE","BulletinKB","Title","AffectedProduct","AffectedComponent","Severity","Impact","Exploits"
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20221115","CVE-2020-0689","5012170","Microsoft Secure Boot Security Feature Bypass Vulnerability","Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20231212","CVE-2023-36006","5033371","Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231212","CVE-2023-36006","5033371","Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231212","CVE-2023-36006","5033371","Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231212","CVE-2023-36006","5033371","Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231212","CVE-2023-36004","5033371","Windows DPAPI (Data Protection Application Programming Interface) Spoofing Vulnerability","Windows Server 2019","Microsoft","Important","Spoofing",""
"20231212","CVE-2023-36004","5033371","Windows DPAPI (Data Protection Application Programming Interface) Spoofing Vulnerability","Windows Server 2019","Microsoft","Important","Spoofing",""
"20231212","CVE-2023-36004","5033371","Windows DPAPI (Data Protection Application Programming Interface) Spoofing Vulnerability","Windows Server 2019","Microsoft","Important","Spoofing",""
"20231212","CVE-2023-36004","5033371","Windows DPAPI (Data Protection Application Programming Interface) Spoofing Vulnerability","Windows Server 2019","Microsoft","Important","Spoofing",""
"20231117","CVE-2023-36560","5032337","ASP.NET Security Feature Bypass Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20231117","CVE-2023-36560","5032337","ASP.NET Security Feature Bypass Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20231117","CVE-2023-36560","5032337","ASP.NET Security Feature Bypass Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20231117","CVE-2023-36560","5032337","ASP.NET Security Feature Bypass Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Security Feature Bypass",""
"20210914","CVE-2021-38667","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38667","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38667","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38667","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20191219","CVE-2019-0613","4483452",".NET Framework and Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 4.7.2 on Windows Server 2019",".NET Framework","Important","Remote Code Execution",""
"20191219","CVE-2019-0613","4483452",".NET Framework and Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 on Windows Server 2019",".NET Framework","Important","Remote Code Execution",""
"20191219","CVE-2019-0613","4483452",".NET Framework and Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 4.7.2 on Windows Server 2019",".NET Framework","Important","Remote Code Execution",""
"20191219","CVE-2019-0613","4483452",".NET Framework and Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 on Windows Server 2019",".NET Framework","Important","Remote Code Execution",""
"20231114","CVE-2023-38545","5032196","Hackerone: CVE-2023-38545 SOCKS5 heap buffer overflow","Windows Server 2019","Hackerone","Important","Remote Code Execution",""
"20231114","CVE-2023-38545","5032196","Hackerone: CVE-2023-38545 SOCKS5 heap buffer overflow","Windows Server 2019","Hackerone","Important","Remote Code Execution",""
"20231114","CVE-2023-38545","5032196","Hackerone: CVE-2023-38545 SOCKS5 heap buffer overflow","Windows Server 2019","Hackerone","Important","Remote Code Execution",""
"20231114","CVE-2023-38545","5032196","Hackerone: CVE-2023-38545 SOCKS5 heap buffer overflow","Windows Server 2019","Hackerone","Important","Remote Code Execution",""
"20210923","CVE-2021-36974","5005568","Windows SMB Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36974","5005568","Windows SMB Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36974","5005568","Windows SMB Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36974","5005568","Windows SMB Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231121","CVE-2023-36796","5030178","Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231121","CVE-2023-36796","5030178","Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231121","CVE-2023-36796","5030178","Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231121","CVE-2023-36796","5030178","Visual Studio Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20200512","CVE-2020-0606","4535101",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019",".NET Framework","Critical","Remote Code Execution",""
"20200512","CVE-2020-0606","4535101",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019",".NET Framework","Critical","Remote Code Execution",""
"20200512","CVE-2020-0606","4535101",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019",".NET Framework","Critical","Remote Code Execution",""
"20200512","CVE-2020-0606","4535101",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019",".NET Framework","Critical","Remote Code Execution",""
"20231212","CVE-2023-35628","5033371","Windows MSHTML Platform Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35628","5033371","Windows MSHTML Platform Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35628","5033371","Windows MSHTML Platform Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35628","5033371","Windows MSHTML Platform Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20210914","CVE-2021-38671","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38671","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38671","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210914","CVE-2021-38671","5005568","Windows Print Spooler Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38636","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38636","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38636","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38636","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-36005","5033371","Windows Telephony Server Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36005","5033371","Windows Telephony Server Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36005","5033371","Windows Telephony Server Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36005","5033371","Windows Telephony Server Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36397","5032196","Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231114","CVE-2023-36397","5032196","Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231114","CVE-2023-36397","5032196","Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231114","CVE-2023-36397","5032196","Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-36003","5033371","XAML Diagnostics Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36003","5033371","XAML Diagnostics Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36003","5033371","XAML Diagnostics Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36003","5033371","XAML Diagnostics Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-24023","5032196","Mitre: CVE-2023-24023 Bluetooth Vulnerability","Windows Server 2019","Mitre","Important","Spoofing",""
"20231114","CVE-2023-24023","5032196","Mitre: CVE-2023-24023 Bluetooth Vulnerability","Windows Server 2019","Mitre","Important","Spoofing",""
"20231114","CVE-2023-24023","5032196","Mitre: CVE-2023-24023 Bluetooth Vulnerability","Windows Server 2019","Mitre","Important","Spoofing",""
"20231114","CVE-2023-24023","5032196","Mitre: CVE-2023-24023 Bluetooth Vulnerability","Windows Server 2019","Mitre","Important","Spoofing",""
"20220111","CVE-2022-21911","5009718",".NET Framework Denial of Service Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Denial of Service",""
"20220111","CVE-2022-21911","5009718",".NET Framework Denial of Service Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Denial of Service",""
"20220111","CVE-2022-21911","5009718",".NET Framework Denial of Service Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Denial of Service",""
"20220111","CVE-2022-21911","5009718",".NET Framework Denial of Service Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Denial of Service",""
"20231212","CVE-2023-35641","5033371","Internet Connection Sharing (ICS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35641","5033371","Internet Connection Sharing (ICS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35641","5033371","Internet Connection Sharing (ICS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231212","CVE-2023-35641","5033371","Internet Connection Sharing (ICS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Critical","Remote Code Execution",""
"20231114","CVE-2023-36398","5032196","Windows NTFS Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231114","CVE-2023-36398","5032196","Windows NTFS Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231114","CVE-2023-36398","5032196","Windows NTFS Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231114","CVE-2023-36398","5032196","Windows NTFS Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-35643","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-35643","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-35643","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-35643","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38635","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38635","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38635","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38635","5005568","Windows Redirected Drive Buffering SubSystem Driver Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20220809","CVE-2022-34303","5012170","CERT/CC: CVE-20220-34303 Crypto Pro Boot Loader Bypass","Windows Server 2019","CERT/CC","Important","Security Feature Bypass",""
"20220809","CVE-2022-34303","5012170","CERT/CC: CVE-20220-34303 Crypto Pro Boot Loader Bypass","Windows Server 2019","CERT/CC","Important","Security Feature Bypass",""
"20220809","CVE-2022-34303","5012170","CERT/CC: CVE-20220-34303 Crypto Pro Boot Loader Bypass","Windows Server 2019","CERT/CC","Important","Security Feature Bypass",""
"20220809","CVE-2022-34303","5012170","CERT/CC: CVE-20220-34303 Crypto Pro Boot Loader Bypass","Windows Server 2019","CERT/CC","Important","Security Feature Bypass",""
"20231114","CVE-2023-36425","5032196","Windows Distributed File System (DFS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231114","CVE-2023-36425","5032196","Windows Distributed File System (DFS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231114","CVE-2023-36425","5032196","Windows Distributed File System (DFS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231114","CVE-2023-36425","5032196","Windows Distributed File System (DFS) Remote Code Execution Vulnerability","Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20210923","CVE-2021-36967","5005568","Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36967","5005568","Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36967","5005568","Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36967","5005568","Windows WLAN AutoConfig Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36705","5032196","Windows Installer Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36705","5032196","Windows Installer Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36705","5032196","Windows Installer Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36705","5032196","Windows Installer Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-36012","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-36012","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-36012","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231212","CVE-2023-36012","5033371","DHCP Server Service Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20231117","CVE-2023-36049","5032337",".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231117","CVE-2023-36049","5032337",".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231117","CVE-2023-36049","5032337",".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231117","CVE-2023-36049","5032337",".NET, .NET Framework, and Visual Studio Elevation of Privilege Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20191008","CVE-2019-1316","4519337","Microsoft Windows Setup Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft Windows","Important","Elevation of Privilege",""
"20210923","CVE-2021-38630","5005568","Windows Event Tracing Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38630","5005568","Windows Event Tracing Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38630","5005568","Windows Event Tracing Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38630","5005568","Windows Event Tracing Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36955","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36955","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36955","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36955","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-36972","5005568","Windows SMB Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-36972","5005568","Windows SMB Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-36972","5005568","Windows SMB Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-36972","5005568","Windows SMB Information Disclosure Vulnerability","Windows Server 2019","Microsoft","Important","Information Disclosure",""
"20210923","CVE-2021-38633","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38633","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38633","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20210923","CVE-2021-38633","5005568","Windows Common Log File System Driver Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-35632","5033371","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-35632","5033371","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-35632","5033371","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231212","CVE-2023-35632","5033371","Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36403","5032196","Windows Kernel Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36403","5032196","Windows Kernel Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36403","5032196","Windows Kernel Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36403","5032196","Windows Kernel Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20230613","CVE-2023-29326","5027536",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20230613","CVE-2023-29326","5027536",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20230613","CVE-2023-29326","5027536",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20230613","CVE-2023-29326","5027536",".NET Framework Remote Code Execution Vulnerability","Microsoft .NET Framework 3.5 AND 4.7.2 on Windows Server 2019","Microsoft","Important","Remote Code Execution",""
"20231114","CVE-2023-36394","5032196","Windows Search Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36394","5032196","Windows Search Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36394","5032196","Windows Search Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20231114","CVE-2023-36394","5032196","Windows Search Service Elevation of Privilege Vulnerability","Windows Server 2019","Microsoft","Important","Elevation of Privilege",""
"20200512","CVE-2020-1108","4556441",".NET Core & .NET Framework Denial of Service Vulnerability","Microsoft .NET Framework 3.5 AND 4.8 on Windows Server 2019","Issuing CNA","Important","Denial of Service",""
